"","System","River","ReturnYear","Total_Returns","AgeClass_0.1","AgeClass_0.2","AgeClass_0.3","AgeClass_0.4","AgeClass_0.5","AgeClass_1.1","AgeClass_1.2","AgeClass_1.3","AgeClass_1.4","AgeClass_1.5","AgeClass_2.1","AgeClass_2.2","AgeClass_2.3","AgeClass_2.4","AgeClass_3.1","AgeClass_3.2","AgeClass_3.3","AgeClass_3.4"
"121","Bristol Bay","Egegik",2022,18151847.6375574,1.04152e-06,1.04716e-06,1.0477e-06,1.04771e-06,1.04223e-06,36671.88404,5907225.246,4660092.631,4512.024163,1.04223e-06,62869.58013,6744189.763,736199.3054,1.04771e-06,1.04152e-06,87.2038139,1.0477e-06,1.04771e-06
"122","Bristol Bay","Egegik",2023,14814304.0238441,1.01548e-06,1.01675e-06,1.01698e-06,1.01691e-06,1.01575e-06,91287.91376,265771.6195,6441568.513,23654.84461,1.01575e-06,140140.5807,1017403.947,6832852.763,0.00024993,1.01548e-06,1623.842015,1.01698e-06,1.01691e-06
"123","Bristol Bay","Igushik",1963,136350.697325002,0,0,8.50064e-10,0,0,6.07241e-10,75778.78687,37356.73041,0,0,6.07241e-10,14002.16949,9213.010555,0,0,0,0,0
"124","Bristol Bay","Igushik",1964,191054.089685171,0,6.37365e-10,263.8505683,7.0297e-08,0,0,41541.88413,90589.30515,0,0,106.3387168,45064.43144,13488.27968,0,0,0,0,0
"125","Bristol Bay","Igushik",1965,297253.09473397,0,0,78.10225397,0,0,0,28373.44174,225973.2496,0,0,0,26634.63426,16193.66688,0,0,0,0,0
"126","Bristol Bay","Igushik",1966,310078.422116002,0,0,860.108547,0,0,0,16810.87257,253124.412,8.94364e-10,0,0,9652.727169,29630.30183,0,0,8.94364e-10,0,0
"127","Bristol Bay","Igushik",1967,412373.603090303,0,104.711145,292.2117282,2.743e-09,0,0,196557.5336,200761.5398,210.5648341,0,0,5143.667602,9303.374381,0,0,0,0,0
"128","Bristol Bay","Igushik",1968,290685.716383604,0,1.48451e-09,506.8515337,1.37031e-09,0,299.1034958,124313.0398,137345.6609,1.37031e-09,0,261.3938201,22418.40628,5541.260554,0,0,0,0,0
"129","Bristol Bay","Igushik",1969,759994.230450021,0,3.30751e-09,4.70732e-09,0,0,3.1795e-09,319406.4272,325005.4928,0,0,4.4513e-09,103991.0009,11591.30955,0,0,0,5.21622e-09,0
"130","Bristol Bay","Igushik",1970,522005.614381003,0,356.184821,1.79631e-09,0,0,0,54400.73406,270050.3162,0,0,1.59284e-09,168321.3691,28877.0102,0,0,0,0,0
"131","Bristol Bay","Igushik",1971,335231.213309807,0,451.827891,429.6937188,2.90064e-09,0,0,43478.98605,232636.8019,2.90064e-09,0,8.5333e-10,5391.5921,52842.31165,0,0,0,0,0
"132","Bristol Bay","Igushik",1972,127964.8938212,0,0,166.9893837,0,0,0,48449.76819,59860.65919,122.0307035,0,0,10883.89541,8481.550944,0,0,0,0,0
"133","Bristol Bay","Igushik",1973,113965.847446701,0,0,88.47900783,31.22788512,1.97331e-07,0,829.5333831,101707.1897,58.98600522,2.02494e-07,0,513.2663873,10676.44419,1.12489e-09,0,0,60.72088773,0
"134","Bristol Bay","Igushik",1974,430597.397594601,0,1.43932e-09,321.2137395,0,0,0,36787.94458,107254.4218,887.8651821,0,298.992077,278332.3756,6714.584616,0,0,0,0,0
"135","Bristol Bay","Igushik",1975,357436.71915755,0,92.90775855,1291.32149,0,0,0,58279.22254,144568.4411,1386.847849,0,0,62987.40917,88830.56925,0,0,0,0,0
"136","Bristol Bay","Igushik",1976,307997.323794802,0,8.35076e-10,913.2248948,0,0,0,93770.53699,131521.3204,8.34856e-10,0,0,39332.84515,42459.39636,0,0,0,0,0
"137","Bristol Bay","Igushik",1977,170035.14783267,0,49.19210595,1278.994755,61.49013243,0,0,17240.56168,117096.7072,196.7684238,0,0,5305.520159,28793.61535,12.29802649,0,0,0,0
"138","Bristol Bay","Igushik",1978,845205.120500208,0,134.2386597,1355.727665,865.5976665,6.82402e-09,7.58211e-10,412982.6328,399007.2579,4097.361357,0,1369.901182,14680.68426,10711.71901,0,0,0,0,0
"139","Bristol Bay","Igushik",1979,1392465.72026001,0,1.78113e-09,2.13736e-09,0,0,0,543521.4577,589284.8856,1.78113e-09,0,0,240732.7067,18926.67026,0,0,1.78113e-09,0,0
"140","Bristol Bay","Igushik",1980,2393480.9965239,0,0,2.28628e-09,0,0,773.4504809,412827.841,1835021.793,1192.411366,0,4261.011927,119242.058,20162.43075,0,0,0,0,0
"141","Bristol Bay","Igushik",1981,1338130.804766,0,0,2917.040909,0,0,0,174666.6112,741008.2618,1199.296857,0,1.20343e-09,106555.0879,311784.5061,0,0,0,0,0
"142","Bristol Bay","Igushik",1982,716737.279390007,0,9.42882e-10,9.42882e-10,9.42882e-10,2.82865e-09,9.42882e-10,36010.96732,585308.2903,8896.939016,0,0,5599.937644,80921.14511,0,0,0,0,0
"143","Bristol Bay","Igushik",1983,1187356.78770201,0,1.20438e-09,196.365796,1.08375e-08,0,0,611311.9726,368460.0152,46620.89672,0,0,146031.241,14539.93059,196.365796,0,2.00731e-09,0,0
"144","Bristol Bay","Igushik",1984,299792.021393424,0,6.55516e-10,6.55518e-10,2.84059e-09,0,0,14270.16545,263564.8494,72.93504342,0,0,10184.30847,11699.76303,0,0,0,0,0
"145","Bristol Bay","Igushik",1985,643146.426629406,0,1.34972e-09,2.0246e-09,1.34971e-09,0,0,243467.3754,353924.0906,1.34971e-09,0,0,34536.66134,11078.4693,0,0,139.8299894,0,0
"146","Bristol Bay","Igushik",1986,609140.887700004,8.16102e-10,1151.044864,6543.611212,1.63225e-09,0,0,50848.09926,502783.4552,1.36021e-09,0,0,6742.427804,41072.24936,0,0,0,0,0
"147","Bristol Bay","Igushik",1987,471444.664593135,0,5.75714e-10,8.63566e-10,1.33276e-07,0,0,105984.4172,272741.4577,51416.18868,0,0,7066.802583,34235.79843,0,0,0,0,0
"148","Bristol Bay","Igushik",1988,293251.486207311,0,7.35345e-10,232.2341584,27.00397191,0,0,30298.41942,247075.1994,1044.659568,0,0,6210.561351,8363.408338,0,0,0,0,0
"149","Bristol Bay","Igushik",1989,906594.833337001,0,2705.281093,6292.87966,1.36053e-09,0,0,395497.5239,419160.866,1685.229224,0,0,52282.10711,28970.94635,0,0,0,0,0
"150","Bristol Bay","Igushik",1990,876172.314078001,0,1606.630721,8614.627389,9.1685e-10,0,0,157348.045,639187.6678,3266.736068,0,0,50115.51645,16033.09065,0,0,0,0,0
"151","Bristol Bay","Igushik",1991,1645838.467587,0,2.0486e-09,12589.10743,2212.734488,0,0,75587.84676,1497275.242,5888.642594,0,0,9445.277916,41159.68148,1679.934919,0,0,0,0
"152","Bristol Bay","Igushik",1992,470347.579530402,0,144.8411438,9.06152e-10,1.20809e-09,0,0,105973.282,338280.6731,7474.884743,0,0,2144.560893,15520.49509,808.8425606,0,0,0,0
"153","Bristol Bay","Igushik",1993,717075.48648174,0,45.68044741,2990.510439,91.36089483,0,165.6706515,213200.3542,479542.118,5679.35337,0,0,5733.940598,9626.497881,0,0,0,0,0
"154","Bristol Bay","Igushik",1994,906828.270943003,0,9.57615e-10,3116.157844,1.27694e-09,0,0,138197.8834,693503.073,1658.948769,0,0,48454.04046,21898.16747,1.27694e-09,0,0,0,0
"155","Bristol Bay","Igushik",1995,1184424.8038524,0,1.05696e-09,905.4656714,1.05697e-09,0,0,170952.8237,883940.8669,5197.718161,0,0,95134.78418,28293.14524,0,0,0,0,0
"156","Bristol Bay","Igushik",1996,942695.899735002,0,9.04072e-10,2985.020213,9.03989e-10,0,0,30018.22712,798731.0253,2186.498146,0,0,2065.117656,106710.0113,0,0,0,0,0
"157","Bristol Bay","Igushik",1997,208758.545294069,0,0,4.83299e-10,4.83306e-10,0,0,100425.5136,91713.75999,2463.832624,6.74349e-08,0,5334.911413,8820.527667,4.83306e-10,0,0,4.83299e-10,0
"158","Bristol Bay","Igushik",1998,426033.707466904,0,6.03769e-10,6.03769e-10,6.03769e-10,0,6.03769e-10,163636.9879,239150.7274,322.6608159,0,6.03769e-10,13736.67221,9186.659141,6.03769e-10,0,6.03769e-10,0,0
"159","Bristol Bay","Igushik",1999,859317.745324003,0,0,0,0,0,0,376061.8322,435418.5458,1.07571e-09,0,0,42975.86174,4861.505584,1.79285e-09,0,0,0,0
"160","Bristol Bay","Igushik",2000,982740.228003,0,0,0,0,0,0,77031.89642,881255.9141,1000.86349,0,0,6531.078913,16920.47508,0,0,0,0,0
"161","Bristol Bay","Igushik",2001,818733.371984201,0,0,1199.151825,0,0,1.22305e-09,1926.561809,800392.9886,5961.03016,0,0,807.3411472,8446.298443,0,0,0,0,0
"162","Bristol Bay","Igushik",2002,199683.679051,0,0,0,0,0,0,130362.4573,51668.32987,2786.909657,0,4.60979e-10,9522.011879,5343.970345,0,0,0,0,0
"163","Bristol Bay","Igushik",2003,492184.327988581,0,0,0,0,0,9.94391e-10,60852.42758,393266.1216,1857.405258,0,66.96973536,2906.789765,33171.48344,63.13061022,0,0,0,0
"164","Bristol Bay","Igushik",2004,268355.560700003,0,0,0,0,0,0,53303.01363,146840.9192,2298.224214,9.55407e-10,0,58392.84206,7520.561596,9.55377e-10,0,0,9.55472e-10,0
"165","Bristol Bay","Igushik",2005,801087.329220003,0,0,0,0,0,1.12847e-09,31827.31825,660546.3415,1.12867e-09,0,0,12377.29043,96336.37904,1.12867e-09,0,0,0,0
"166","Bristol Bay","Igushik",2006,727744.172406707,0,1.75765e-09,1.75764e-09,391.6965987,0,1.75765e-09,235172.3272,442819.6345,3390.739974,0,0,7801.618104,38168.15603,0,1.75765e-09,0,0,0
"167","Bristol Bay","Igushik",2007,1022674.96223529,0,0,0,0,0,1.2148e-09,772529.8751,202313.4683,2902.697184,2.89731e-07,0,40568.43553,4360.486121,1.2148e-09,0,0,0,1.2148e-09
"168","Bristol Bay","Igushik",2008,1889371.76730001,0,1.1312e-09,1.6968e-09,1.6968e-09,0,1.6968e-09,596355.8059,1273848.237,5339.890078,0,0,2016.947142,11810.88718,0,0,0,0,0
"169","Bristol Bay","Igushik",2009,1585347.9936301,0,0,0,0,0,1.10618e-09,326356.128,1202309.416,755.9190601,0,0,16999.24444,38927.28613,0,0,0,0,0
"170","Bristol Bay","Igushik",2010,1407871.0902562,0,1.09164e-09,1066.225789,1.09165e-09,0,0,187979.0778,1169822.407,1105.879495,0,0,28673.86637,18650.01631,0,573.6174922,0,0,0
"171","Bristol Bay","Igushik",2011,1015858.07369662,0,1.10808e-09,1.10808e-09,0,0,1.15979e-07,160642.1455,782302.5494,2298.428678,0,0,18501.21688,51682.82673,0,0,430.9065085,0,0
"172","Bristol Bay","Igushik",2012,507189.868165004,0,6.21154e-10,1.24231e-09,8.28205e-10,0,0,52686.86093,422953.0753,2195.834845,0,0,16132.62972,13221.46737,8.28205e-10,0,0,0,0
"173","Bristol Bay","Igushik",2013,692621.209967102,0,0,9.58546e-10,0,0,6.39023e-10,132117.4757,513178.2332,969.7446171,0,0,38404.99175,7950.7647,0,0,0,0,0
"174","Bristol Bay","Igushik",2014,1436716.9179068,0,810.7439563,1.03932e-09,1.03931e-09,0,1.0393e-09,567822.6242,752041.3811,2844.021094,0,1.0393e-09,56133.87708,56731.61279,332.6576865,0,0,0,0
"175","Bristol Bay","Igushik",2015,1643325.82452461,0,389.1844752,1.41391e-09,0,0,9.42663e-10,507823.4379,1132808.393,1.41391e-09,0,0,500.2421954,1804.566954,1.88522e-09,0,0,0,0
"176","Bristol Bay","Igushik",2016,1850333.70325501,0,0,1430.565665,1.6443e-09,0,1.0962e-09,364111.8822,1460187.565,1.0962e-09,0,0,11164.58684,13439.10355,1.6443e-09,0,0,0,0
"177","Bristol Bay","Igushik",2017,1230311.718918,0,0,0,0,0,1765.77124,906912.9739,312467.7661,2026.776102,0,0,4050.314015,3088.117561,0,0,0,0,0
"178","Bristol Bay","Igushik",2018,1920088.32219792,0,0,3.62428e-09,0,0,3.62428e-09,734903.9201,1180877.041,3629.093184,0,3.62428e-09,678.2679139,3.62428e-09,0,0,0,3.62428e-09,0
"179","Bristol Bay","Igushik",2019,1358926.98448806,0,0,0,0,0,850.611166,233249.005,1115187.106,1039.130467,0,1.39057706,5345.267451,3254.473827,0,0,0,0,0
"180","Bristol Bay","Igushik",2020,1212549.00741556,0,0,0,0,0,2072.551178,555164.6475,647132.7469,2.210540563,0,0,8176.851297,1.36102e-09,0,0,0,0,0
"181","Bristol Bay","Igushik",2021,2023217.77423931,1.04104e-06,1.04104e-06,1.04104e-06,1.04104e-06,1.04104e-06,8.58195e-05,1014243.618,931969.3845,6322.325601,1.04104e-06,1.04104e-06,11615.23059,59067.21545,1.04104e-06,1.04104e-06,1.04104e-06,1.04104e-06,1.04104e-06
"182","Bristol Bay","Igushik",2022,2986219.25011049,1.04075e-06,1.04071e-06,0.000199838,1.04071e-06,1.04073e-06,668.4874112,664431.2948,2305767.151,2190.767374,1.04073e-06,1.04075e-06,4485.74114,8675.808174,1.04071e-06,1.04075e-06,1.04071e-06,1.04071e-06,1.04071e-06
"183","Bristol Bay","Igushik",2023,1379859.09702851,1.01131e-06,1.01131e-06,1.01131e-06,1.01131e-06,1.01131e-06,5.03727e-05,303697.4239,1022200.031,7047.303386,1.01131e-06,1.01131e-06,24611.4538,22302.88488,1.01131e-06,1.01131e-06,1.01131e-06,1.01131e-06,1.01131e-06
"184","Bristol Bay","Kvichak",1963,615338.552295603,0,0,0,0,0,0,236513.574,32838.21362,1413.216102,0,950.6764736,139962.0118,203660.8603,0,0,1.21345e-09,1.8202e-09,0
"185","Bristol Bay","Kvichak",1964,2181685.06072163,0,1601.853559,0,0,0,0,1017276.972,0.036439996,6053.050182,0,889149.0684,208488.9748,59115.10509,0,0,0.000114349,0.00013628,0
"186","Bristol Bay","Kvichak",1965,48627304.918511,0,0,6.47311e-09,0,0,6.47348e-09,415244.5551,456190.0236,6.47313e-09,0,1.61837e-08,47748182.66,5451.374556,0,0,2236.305255,6.47311e-09,0
"187","Bristol Bay","Kvichak",1966,8915532.98241901,0,0,2.70892e-09,0,0,0,107816.7146,201592.6882,3127.999673,0,1970.009896,2307308.591,6282091.617,4.5019e-09,0,11625.36205,7.2238e-09,0
"188","Bristol Bay","Kvichak",1967,5545422.52748351,0,0,606.3839414,0,0,3244.007648,31231.47746,133172.5482,8.44619e-09,0,112.5526861,4720118.384,647560.4118,0,0,5315.710449,4061.051299,0
"189","Bristol Bay","Kvichak",1968,3975964.09568301,0,0,4.63486e-09,0,0,23983.40613,2288423.175,80022.54951,5.09184e-09,0,111881.7326,925528.3614,534851.1763,4.66752e-09,0,8962.946811,2310.747932,0
"190","Bristol Bay","Kvichak",1969,14054748.96805,0,4762.741807,0,0,0,3428.680643,10321864.3,288370.7298,1.03662e-08,0,485628.7617,2613880.916,336812.8381,0,0,1.24151e-08,3.36452e-09,0
"191","Bristol Bay","Kvichak",1970,34839684.715581,0,0,6.80577e-09,0,0,0,524321.6016,299792.7921,3941.437727,0,16341.64969,33528680.52,446099.3647,0,0,6605.651294,13901.69847,0
"192","Bristol Bay","Kvichak",1971,6978106.78421703,0,1788.213135,14745.0865,4.14095e-09,0,0,342819.378,885877.9352,2.07047e-08,0,2298.776647,4568770.715,1159447.181,0,0,1291.706167,1067.792568,0
"193","Bristol Bay","Kvichak",1972,2132286.57848027,0,0,3.21822e-09,967.9982801,0,1.45827e-07,300687.4739,321956.1217,3.8642e-09,0,0,991238.6082,517436.3764,3.8642e-09,0,3.21717e-09,6.75827e-09,0
"194","Bristol Bay","Kvichak",1973,410486.629343405,0,0,748.0903656,0,0,611.2882161,149287.1598,38561.09834,64.7957667,0,6123.721785,104011.2314,109957.2053,1122.03837,0,2.35572e-09,2.3559e-09,0
"195","Bristol Bay","Kvichak",1974,5061353.08738801,0,0,0,0,0,5.19982e-09,45470.50986,321597.1932,4513.743575,0,28962.38448,4476992.479,176511.8285,0,0,7304.948773,0,0
"196","Bristol Bay","Kvichak",1975,16219630.699003,0,0,0,0,0,4360.06811,321013.1777,40279.62829,0,0,45181.85894,15247972.68,546728.3925,5.14161e-09,0,12149.34303,1945.550433,0
"197","Bristol Bay","Kvichak",1976,3545332.45750004,0,3.26629e-09,3.75867e-09,0,0,0,1971913.287,653574.9589,0,0,1.20499e-08,919844.2116,6.98038e-09,3.18718e-09,0,5.44381e-09,6.98038e-09,0
"198","Bristol Bay","Kvichak",1977,1675472.2523318,0,2.29782e-09,1203.539981,0,0,14322.32734,531509.2412,142304.8979,0,0,2633.872605,886252.1876,95528.55653,0,0,1142.363504,575.2656718,0
"199","Bristol Bay","Kvichak",1978,7919094.21692107,0,0,5.35548e-09,2.71235e-08,0,6365.412611,6047998.654,1048800.181,10885.84271,0,319232.3782,252856.8549,232954.8935,1.73289e-08,0,4.62765e-09,1.22411e-08,0
"200","Bristol Bay","Kvichak",1979,24927042.451058,0,7.61961e-09,0,0,0,5347.496598,5468930.89,1845015.042,5.71884e-09,0,314282.1214,16927229.39,351747.9635,0,0,14489.54756,3.80765e-09,0
"201","Bristol Bay","Kvichak",1980,37931680.0552862,0,6589.956139,16621.15267,0,0,36698.77766,5940227.813,1305049.215,2.15491e-05,0,37502.12607,29958381.51,616516.1986,0,3.26563e-06,14093.30612,2.35056e-06,0
"202","Bristol Bay","Kvichak",1981,6901353.487857,0,0,4898.858812,0,0,1122.308961,2024757.699,675757.5923,0,0,2129.529897,3806685.584,382348.2363,0,0,3653.678587,2.78315e-09,0
"203","Bristol Bay","Kvichak",1982,2811875.13915,0,2381.115557,1.69746e-09,0,0,53984.78212,1613301.044,718009.8879,3355.266213,0,15273.28916,174743.7965,230825.9577,2.5462e-09,0,0,0,0
"204","Bristol Bay","Kvichak",1983,21496871.561403,0,0,6.67203e-09,0,0,1374.281273,18868217.35,1063135.971,6.67203e-09,0,69687.44893,1372782.632,121673.8782,6.67203e-09,0,4.44802e-09,4.44802e-09,0
"205","Bristol Bay","Kvichak",1984,23930917.96262,0,0,8.52322e-09,4.26713e-09,0,0,2539066.592,2470065.01,8.53427e-09,0,13602.85832,17920528.05,987655.4523,0,0,8.50299e-09,8.52322e-09,0
"206","Bristol Bay","Kvichak",1985,14093497.289049,0,0,5260.613529,0,0,3.92481e-09,745204.8803,1385037.263,3.92492e-09,0,3.92481e-09,8291131.055,3664906.09,3.92492e-09,0,3.92501e-09,1957.38722,0
"207","Bristol Bay","Kvichak",1986,2012448.61161291,0,0,2.16017e-09,0,0,909.0354531,492725.2202,188998.2968,2963.286452,0,530.6353078,962184.7439,364137.3935,2.1633e-09,0,2.16152e-09,0,0
"208","Bristol Bay","Kvichak",1987,10318113.2547881,968.7971361,6.31701e-09,6.3064e-09,2.51578e-09,0,3.82024e-09,9267004.555,385822.9102,3.77367e-09,0,2975.845752,514201.0487,147140.098,2.51578e-09,0,3.79021e-09,0,0
"209","Bristol Bay","Kvichak",1988,6860048.61269301,0,3827.45086,1184.404147,2.17836e-09,0,7558.726029,2578692.801,2995169.761,4844.076457,0,46572.42,1111077.283,111121.6902,2.17836e-09,0,2.17694e-09,2.17757e-09,0
"210","Bristol Bay","Kvichak",1989,20484408.004481,0,1587.560388,6640.510988,6.65313e-09,0,4.47164e-09,1051304.823,1438442.502,4091.965165,1.32679e-08,36966.38044,17559241.79,386132.4725,6.65313e-09,4.47164e-09,4.44261e-09,4.44184e-09,0
"211","Bristol Bay","Kvichak",1990,18192988.959779,0,28974.26243,22026.83146,0,0,7294.425602,652916.6225,959015.7909,9.43234e-09,0,4.76627e-09,14851620.7,1663050.622,8089.704887,0,4.73176e-09,4.72291e-09,0
"212","Bristol Bay","Kvichak",1991,8613126.79314741,0,8518.169489,55116.44336,371.2284804,0,6197.612225,4715391.651,868158.918,3134.187611,0,32611.87886,1539423.857,1382907.306,3.8696e-09,0,1295.541122,3.86818e-09,0
"213","Bristol Bay","Kvichak",1992,10628639.807515,0,31828.45543,23769.26002,6575.383192,0,3333.195762,3035791.524,2193830.713,22539.69819,0,17857.54045,4276085.758,1007435.712,8513.45153,0,4.68067e-09,1079.115941,0
"214","Bristol Bay","Kvichak",1993,8064870.93069392,0,5138.251481,59852.4958,981.3542489,0,2740.684591,1860643.867,1958434.413,3167.845673,0,146492.5817,3698337.323,329082.1142,5.09425e-09,0,5.09424e-09,5.09425e-09,0
"215","Bristol Bay","Kvichak",1994,21592336.784863,0,4.85156e-09,7655.956394,1909.709975,0,1129.577215,1635679.818,1072382.736,1920.255299,0,82362.87358,18335388.84,453907.0184,4.87704e-09,0,4.85156e-09,4.87759e-09,0
"216","Bristol Bay","Kvichak",1995,28426663.093738,0,3450.156384,2556.185709,8.99276e-09,0,0,2192435.471,890766.5283,5.99517e-09,0,1940.029445,22046413.94,3276620.613,5.99517e-09,0,12480.1699,5.99531e-09,0
"217","Bristol Bay","Kvichak",1996,4474670.18711162,0,0,3727.13359,3.26361e-09,0,229.6935826,651582.6873,1181693.151,3.26361e-09,0,2138.093639,1008515.733,1626783.695,3.26361e-09,0,3.26382e-09,3.26198e-09,0
"218","Bristol Bay","Kvichak",1997,2392217.58397614,0,4.60936e-05,0.001999296,0.000313938,0,1846.666683,1087088.056,300635.1879,12027.40596,0,678.3373668,751845.1175,236952.1498,1144.655252,0,0.000227753,0.004927261,0
"219","Bristol Bay","Kvichak",1998,3811020.54960401,0,0,3.04751e-09,2571.051084,0,17605.41184,2023631.039,873115.7749,1.52337e-09,0,47953.45408,683919.4113,162224.4074,2.28505e-09,0,2.28692e-09,2.28563e-09,0
"220","Bristol Bay","Kvichak",1999,13203151.607286,0,0,0,0,0,0,7737952.022,1062071.603,4918.432886,0,3.53388e-09,3920260.549,477949.0004,1.23668e-08,0,3.53344e-09,3.53335e-09,0
"221","Bristol Bay","Kvichak",2000,3569959.42135939,0,0,0,15.68946563,0,0,547555.9391,2098055.648,94.13679376,0,0,677133.0319,247104.9761,0,0,2.10365e-09,2.10366e-09,0
"222","Bristol Bay","Kvichak",2001,1940224.70792555,0,0,73.38366111,0,0,58.70692889,159364.7142,1651817.786,7703.19742,1.86447e-09,14.67673222,24302.42001,96801.76258,88.06039333,0,1.24832e-09,1.24851e-09,0
"223","Bristol Bay","Kvichak",2002,897873.611075291,0,14.30849087,0,0,0,370.1040872,375942.2752,140515.8367,9155.275189,0,638.1356093,342016.9374,27655.74672,1500.60347,1.25263e-09,50.07971805,14.30849087,0
"224","Bristol Bay","Kvichak",2003,2001790.18564008,0,0,0,0,0,15.5616538,1010493.439,422187.1228,575.7811904,1.54561e-09,51079.32602,343819.1196,173308.6023,62.24661518,0,248.9864607,1.54691e-09,0
"225","Bristol Bay","Kvichak",2004,8091278.30923602,0,0,17.56131783,0,0,0,1884667.877,278784.2589,18295.83305,0,3.77051e-09,5815822.769,93558.68195,123.4199367,0,3.77477e-09,3.77534e-09,7.908081475
"226","Bristol Bay","Kvichak",2005,2867678.88875543,0,0,19.44413442,0,0,3390.696935,633259.027,1264567.003,12362.32514,0,1450.356724,742842.9905,208249.3289,2.7235e-09,0,1537.716422,2.72336e-09,0
"227","Bristol Bay","Kvichak",2006,5715389.79598232,0,9968.767121,4.03259e-09,1783.566562,0,3846.736721,2456932.187,2051098.47,1992.139657,0,2385.721447,819689.2133,367259.3466,60.75692101,0,312.1337323,60.75692101,0
"228","Bristol Bay","Kvichak",2007,5917491.96358001,0,0,0,0,0,0,3595854.01,1265247.024,12833.86568,0,3.28684e-09,142426.3044,901130.7595,3.28071e-09,0,3.2825e-09,3.28058e-09,0
"229","Bristol Bay","Kvichak",2008,6032351.80396102,0,0,3.31399e-09,3.31379e-09,0,4315.98893,4799243.539,1186521.231,623.591531,3.31417e-09,3.31486e-09,31398.65814,10248.79536,3.31379e-09,0,3.31406e-09,3.31399e-09,0
"230","Bristol Bay","Kvichak",2009,6961784.09382401,0,0,0,0,0,2910.882719,1254242.555,2931163.799,9276.592205,0,3.29165e-09,2634425.854,129764.4109,3.28316e-09,0,3.28479e-09,0,0
"231","Bristol Bay","Kvichak",2010,10779329.0673,0,0,3.12692e-09,3.12679e-09,0,3.12874e-09,3663815.124,2033447.412,9.38038e-09,0,3.12874e-09,4527247.864,554818.6673,3.12679e-09,0,9.38168e-09,0,0
"232","Bristol Bay","Kvichak",2011,7228364.43792805,0,0,1.92682e-08,2.56857e-09,0,0,1542519.616,2701997.17,8367.210908,0,24304.71102,1197114.776,1754060.954,1.41271e-08,0,3.85471e-09,6.42272e-09,0
"233","Bristol Bay","Kvichak",2012,12269042.2825129,0,0,5361.716356,1768.020895,0,0,2680276.849,1853138.55,1879.05015,0,2521.160077,6975694.854,746953.2709,1159.048707,0,289.7624279,2.87065e-09,0
"234","Bristol Bay","Kvichak",2013,6325832.55041311,0,0,0,2.17087e-08,0,3046.775774,741126.905,1931316.275,5956.06097,2.08448e-06,11614.04552,1247831.26,2380396.53,4285.173816,0,9.27564e-09,259.524331,0
"235","Bristol Bay","Kvichak",2014,17609473.7370655,0,0,302.9720125,0,0,4590.981761,6056268.632,1002139.748,30157.63953,0,87433.15915,9731029.159,679367.62,15623.17165,0,2560.653962,3.30056e-09,0
"236","Bristol Bay","Kvichak",2015,23103789.6881049,0,7703.310303,36.4918789,0,0,21301.02613,2846068.64,5544927.756,5283.878748,0,43950.34448,13230425.14,1396185.011,0,0,7908.089565,0,0
"237","Bristol Bay","Kvichak",2016,14195449.420887,0,0,0,0,0,2615.712111,8590994.5,2168999.191,4.46113e-09,0,3701.593327,2573729.233,851679.142,4.46113e-09,0,3730.049449,4.45826e-09,0
"238","Bristol Bay","Kvichak",2017,7250329.09245826,0,0,0,0,0,9832.296449,3713931.2,2635003.48,48.7017993,0,2155.096028,397152.8164,491949.8026,0,0,251.5439629,4.155219057,0
"239","Bristol Bay","Kvichak",2018,7466680.00531883,0,0,0,0,0,4226.637519,4484066.151,2789273.853,1907.511241,8.599439427,4882.901279,38269.39043,143170.081,552.8580552,0,0,322.0223552,0
"240","Bristol Bay","Kvichak",2019,7936268.78985505,0,0,0,0,0,3010.936654,5743118.17,2072930.09,13158.63319,0,0.352971301,71801.76127,32242.89814,0,0,0,5.947629746,0
"241","Bristol Bay","Kvichak",2020,9866664.59829901,0,0,0,0,0,1510.990943,2659890.632,7068370.863,14260.01831,0,4.72862e-09,119279.2357,3352.858346,0,0,4.72777e-09,0,0
"242","Bristol Bay","Kvichak",2021,8907367.51560742,1.05135e-06,1.05103e-06,1.05093e-06,1.05084e-06,1.05008e-06,12734.78653,6164745.289,1895608.645,4889.166071,1.05008e-06,8431.53745,577513.2897,243444.8015,0.000345916,1.05135e-06,1.05103e-06,1.05093e-06,1.05084e-06
"243","Bristol Bay","Kvichak",2022,13647265.5899143,1.0445e-06,1.04328e-06,1.04308e-06,1.04307e-06,1.04439e-06,1.0445e-06,6416570.52,4963345.924,1138.639736,1.04439e-06,1.0445e-06,2091249.882,174283.2557,1.04307e-06,1.0445e-06,677.3684658,1.04308e-06,1.04307e-06
"244","Bristol Bay","Kvichak",2023,8759375.66991354,1.01582e-06,1.01569e-06,1.01566e-06,1.01567e-06,1.0158e-06,11391.81674,1233550.991,5597038.683,9247.416466,1.0158e-06,2921.051918,367103.9874,1536242.241,1759.499809,1.01582e-06,119.9825714,1.01566e-06,1.01567e-06
"245","Bristol Bay","Naknek",1963,1796531.0083455,0,0,0,0,0,0,486708.0462,140335.0273,452.4967887,0,7813.447911,597027.8841,563156.1646,225.0611596,0,812.8802861,9.59435e-08,0
"246","Bristol Bay","Naknek",1964,1943395.17641181,0,3.18734e-08,112.7209524,0,0,0,1072773.458,230912.964,98.06365493,0,4347.317476,532279.8829,101204.3396,0,0,1666.429816,1.24517e-05,0
